ACCOUNT_TYPE,CUSTOMER_TAG,EDUCATION_LEVEL,GENDER,INTERNET_BANKING_USAGE,MARITAL_STATUS,NOMINEE_AVAILABLE_FLAG,RM_ALLOCATED_FLAG,OCCUPATION,STATE,FD_FLAG,GI_FLAG,HEALTH_FLAG,LI_FLAG,MASS_FLAG,MF_FLAG,NR_FLAG,ACCOUNT_NO,AGE,AQB_BALANCE,AUM,CIBIL_SCORE,CREDIT_CARD_LIMIT,CR_AMT_12MNTH,CR_CNT_12MNTH,DC_APPAREL_30DAYS_ACTV,DC_ECOM_30DAYS_AMT,DC_ECOM_30DAYS_CNT,DC_FOOD_30DAYS_ACTV,DC_FUEL_30DAYS_ACTV,DC_GROCRY_30DAYS_ACTV,DC_OTT_30DAYS_ACTV,DC_POS_30DAYS_AMT,DC_POS_30DAYS_CNT,DC_RECHARGE_30DAYS_ACTV,DC_TRAVEL_30DAYS_ACTV,DC_UTILITY_30DAYS_ACTV,DR_AMT_12MNTH,DR_CNT_12MNTH,DR_CR_RATIO,FD_COUNT,FD_CURRENTMONTHANR,INCOME_NET,MONTHLY_BALANCE,NRV,TOTAL_LIVE_SECURED_AMT,TOTAL_LIVE_UNSECURED_AMT,VINTAGE_DAYS,KYC_LAST_DONE_DATE
SAVINGS,RETAIL,Below 10th,FEMALE,N,Divorced/Separated,Y,Y,SALARIED,Maharashtra,N,Y,N,N,N,Y,N,6091,98,6349896.615964503,6293359,468,35753609,47312286,18,0,102697,308,10,7,3,7,3439259,98,1,4,1,9466521.984933324,20,0.4852830825514617,20,3338227.7405684013,6057325.657932476,2307480.3270244272,3708672.419264308,3267432.0769739375,9356896.740355968,282,2020-01-01
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Divorced/Separated,Y,Y,SALARIED,Odisha,N,Y,N,Y,N,Y,Y,6092,25,5812363.448544654,166416,884,36965411,25590587,1,10,193672,87,2,6,0,7,1249213,2,5,5,6,3914291.3644568822,18,0.02640994911149719,4,7611310.507544918,9593863.090738535,7214609.103825092,8442423.235017955,9804164.888960244,3877925.454628913,2,2021-04-06
SAVINGS,RETAIL,UG,MALE,N,Married,Y,Y,SELF EMPLOYED,Gujarat,Y,Y,Y,N,Y,N,N,6093,74,7850922.0392499035,2723853,508,6967902,17337884,2,2,448708,492,6,2,9,0,2629262,12,0,1,10,7694890.15612329,0,0.5731379315329161,1,3401358.7866052487,5055910.874049799,7331276.5088023795,3333073.9244363927,7657217.775463221,3969410.671554309,320,2022-03-09
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,N,Married,Y,Y,NON-EARNER,Uttar Pradesh,Y,Y,N,N,Y,N,N,6094,78,2938369.5562196053,5591558,842,30854118,9638572,14,6,706425,481,2,1,6,4,1572351,79,9,2,10,2258298.380943926,16,0.5133539417392979,2,6315837.587793919,182583.09176664933,9536797.124785451,3384894.0470503597,7589173.919333791,5794348.216488557,101,2022-04-27
SAVINGS,RETAIL,Graduate,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,Delhi,Y,Y,N,N,Y,N,Y,6095,58,7559273.4499723725,4841294,844,41272044,26317171,14,2,1297115,496,9,9,3,8,764965,42,0,0,4,6296165.041872806,13,0.7135536994638598,13,397157.5060671362,5068100.824978042,5181629.474856529,2030136.3181409182,3111145.629788511,567000.7563054336,160,2023-03-05
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SALARIED,Maharashtra,N,Y,Y,Y,N,Y,N,6096,94,3825017.3068573433,4999055,609,28460707,49411569,11,1,1359496,36,7,4,0,4,660328,93,0,2,4,4389011.345652661,2,0.8170883084393499,8,9610514.277073253,653044.8873725547,8027731.75356133,1798932.5527379941,5791047.931272552,1495755.8197343436,112,2021-05-17
SAVINGS,RETAIL,UG,FEMALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Odisha,Y,N,Y,N,Y,Y,N,6097,41,4111609.658463491,9798247,479,33219161,12280873,19,4,204620,141,7,8,0,10,2911024,47,1,4,1,5070616.550923275,8,0.9738306698676146,17,3225511.4037772627,7401411.768274561,8714133.980605772,8290309.412020711,9041448.01450042,9674839.433769466,90,2022-07-27
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Married,Y,Y,SALARIED,Delhi,N,Y,Y,Y,Y,Y,N,6098,25,6727125.264867702,9065409,737,46862955,20984980,12,2,1120316,112,0,10,7,4,586880,8,4,2,10,2020073.2276052723,9,0.709578321410936,15,8101888.468026538,1097731.3147600053,890607.3229932776,4473643.804567118,8250717.758161625,7411093.627568542,299,2022-08-24
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,N,Y,SALARIED,Himachal Pradesh,Y,N,Y,N,Y,N,N,6099,78,7842857.717404688,6715775,776,6695841,37506971,1,8,172882,197,6,9,10,5,3516209,85,1,9,7,8724817.538586834,9,0.5789985089163772,2,2025630.0786009717,543190.6997548941,7919175.634082029,1416339.5510830202,3053884.8917302163,2304778.485310922,349,2021-12-22
SAVINGS,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SALARIED,Uttar Pradesh,N,Y,Y,N,Y,Y,Y,6100,99,6668666.361205591,996442,694,24171719,39770836,17,6,1491015,424,7,4,3,7,408205,92,5,1,3,6881837.60876318,0,0.8210638084343579,1,3436032.357504276,8495092.254934752,7890419.460773999,7755090.588147045,809214.9314650832,3073541.0808586683,195,2021-04-16
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Married,N,Y,SELF EMPLOYED,Telangana,N,N,Y,N,Y,Y,N,6101,48,8998795.205711521,7861049,841,48841539,24161966,14,10,736054,183,8,9,9,6,3548270,76,0,5,5,4092153.581678687,2,0.8156464834807239,19,9649688.0277149,8372187.486519058,1041238.3269196046,2531195.6738266926,5442063.653515502,275664.8750416213,301,2022-05-13
CURRENT,RETAIL,Graduate,MALE,N,Married,Y,Y,SELF EMPLOYED,Out of India,Y,N,N,N,N,Y,Y,6102,98,2851590.295100673,1744308,893,17617564,30024290,17,0,33219,427,7,10,2,6,2606988,67,8,9,9,3663969.17584339,6,0.8852378410180445,5,2500023.2699430147,3528162.2841186975,4383046.185358712,3810607.4192717955,2600376.685537523,2632240.232866421,268,2022-04-07
SAVINGS,RETAIL,Graduate,MALE,N,Married,Y,Y,BUSINESS OWNER,Gujarat,N,N,N,N,Y,N,Y,6103,10,9006167.321019493,3907544,356,45141022,36576733,12,0,593688,405,9,0,8,6,1749013,45,7,6,1,573305.9156438137,17,0.8761083417752774,15,7364644.191057261,778190.9886358551,2938563.232100253,678717.3362887088,4146300.237509716,7751017.4252362605,200,2022-04-17
SAVINGS,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SALARIED,Meghalaya,N,Y,N,Y,Y,N,Y,6104,99,1308635.2594337869,4262613,473,46337601,10880814,5,5,517758,339,5,8,1,0,1286968,89,8,3,2,3946449.887731215,19,0.7103760433444041,3,1257750.731868822,9093799.6136136,7374428.072338575,4548915.986384138,1556424.9934038543,7244236.1308024395,348,2020-01-10
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Karnataka,Y,Y,Y,Y,Y,N,Y,6105,75,6595303.190299806,1299529,625,9525848,12228112,7,3,1399607,406,7,1,4,1,946516,50,10,3,9,2270535.3405387276,6,0.7062233220692742,3,9603012.97759494,3299591.236496102,3526365.7397748074,6891895.857285095,4164136.757215706,2132047.000008105,300,2023-07-05
CURRENT,RETAIL,Graduate,MALE,N,Married,Y,Y,SALARIED,Chandigarh,N,Y,Y,N,Y,N,N,6106,11,5476306.513801775,8940273,621,33589506,43850268,15,0,184602,171,2,1,1,4,3322664,29,10,0,5,8415685.638053194,15,0.24877464421171935,11,2803772.961380431,7393061.577189496,2724627.018431369,2751688.9550446435,6159793.569730183,6749634.654839702,82,2023-04-08
SAVINGS,INSTITUTIONAL,UG,MALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Andhra Pradesh,Y,Y,N,N,Y,Y,N,6107,85,4946359.404155894,2417632,482,40546556,48654383,19,8,989159,415,1,5,2,4,2276260,53,7,1,7,2966797.178073611,18,0.04592155840916956,11,7000066.26368932,606293.0453403149,1632809.9227631798,5955521.542362403,8948163.720945437,35750.18048087797,41,2020-09-05
SAVINGS,INSTITUTIONAL,UG,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Andhra Pradesh,N,Y,Y,N,N,N,N,6108,21,3109120.288621783,3393391,534,11594985,15529345,2,1,550038,213,0,10,4,9,717649,65,5,6,5,5820792.326655625,3,0.5358499271479835,8,1985045.2209172132,5514996.887956881,2032972.6541639147,7372101.003429666,5044504.024553049,9736966.371987829,248,2023-11-23
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SALARIED,Out of India,Y,N,Y,N,N,Y,Y,6109,86,5037327.453082342,3636539,485,44098666,32562303,16,0,274802,230,7,2,1,3,2951016,37,9,3,8,6480503.671257295,9,0.355953176137793,10,7417934.252537777,6322513.939345468,1990011.4970853133,7726299.315399654,2692555.937032117,2028617.0623549349,176,2020-04-15
CURRENT,RETAIL,PG,MALE,Y,Married,Y,Y,NON-EARNER,Uttar Pradesh,Y,N,N,N,N,N,Y,6110,45,1617733.5638470324,5075677,565,14243396,11193845,17,2,272376,113,6,4,6,7,2199752,44,2,4,4,6118517.838866273,7,0.32860367962694004,10,5905186.86813814,804956.1855487775,3193442.0067322943,7079560.447977009,529120.3265696731,2066680.984616529,235,2022-09-20
SAVINGS,RETAIL,Graduate,MALE,Y,Married,Y,Y,SELF EMPLOYED,Andhra Pradesh,N,N,N,Y,N,N,Y,6111,7,3693209.442116756,8709981,628,44276501,22846910,11,9,528441,342,5,4,1,7,2465510,69,6,3,7,6205926.930261827,19,0.4781167125613257,17,903443.8716242588,6106264.082462274,9835381.975097923,5391100.346044163,9318077.348983897,7717823.280724787,160,2021-06-07
CURRENT,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Rajasthan,N,N,Y,N,N,N,Y,6112,81,986809.1748387741,7929999,664,14037327,21321283,6,0,297507,382,10,10,10,7,382942,37,6,10,6,7873531.392047987,1,0.8183409351590134,11,2579179.336073949,1604365.1431080874,8171748.789513341,737730.4469262292,7208144.88123943,4200453.084346067,356,2023-01-24
CURRENT,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,SALARIED,Maharashtra,N,Y,Y,Y,N,Y,N,6113,64,5718465.997863196,3071304,323,24669896,16556025,11,3,294140,83,2,2,9,8,1250787,56,6,3,10,4423493.570959897,5,0.704874944552036,12,2164779.712035271,6543910.6381497625,8736192.48556416,3495614.778588464,9833246.424894968,6557246.196370804,141,2023-09-18
SAVINGS,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,SALARIED,Gujarat,Y,N,N,Y,Y,N,Y,6114,64,957678.8619962696,1034448,560,44576687,19684336,2,3,47519,164,5,7,4,10,900638,54,6,4,8,1557349.0129990985,14,0.206752721743778,10,750242.4992240464,3875015.1883669426,3038034.0899533653,5153585.213344803,9352034.891571475,3659469.717166972,204,2023-02-18
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,SELF EMPLOYED,Punjab,N,Y,N,Y,N,N,N,6115,2,1603446.4390516568,2909282,654,28774344,41949222,11,5,1386734,490,4,2,4,6,2612288,16,2,4,4,4948259.257893245,17,0.1700418107461099,1,2106663.0685467715,3523887.041337308,584013.3750918485,1874283.5883397025,6765926.714168623,2279244.7140297755,195,2022-12-26
CURRENT,RETAIL,Below 10th,MALE,N,Married,N,Y,SELF EMPLOYED,Tamil Nadu,N,N,Y,N,Y,N,Y,6116,76,854668.0148748131,3556027,495,44926704,11469272,14,2,22911,301,10,5,2,6,2289237,4,7,8,2,143897.8385879486,7,0.9932485668526433,17,700675.7991618983,9865856.115571683,2265747.2003738643,5852416.612402848,2143475.4538605562,5941883.917426021,281,2020-06-30
SAVINGS,RETAIL,PG,FEMALE,N,Divorced/Separated,Y,Y,SELF EMPLOYED,Tamil Nadu,N,Y,N,N,Y,Y,Y,6117,42,3813106.399520779,2982158,789,34539339,5923972,16,8,455062,38,4,9,1,7,1850254,11,9,3,2,7271217.551389872,19,0.6523107986248268,13,4907067.718116608,2155058.485673179,7322470.849103993,5156736.546294851,2292383.451949366,6964452.749124191,276,2021-10-20
SAVINGS,INSTITUTIONAL,UG,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Gujarat,N,N,Y,N,Y,Y,Y,6118,82,8419584.544183485,4497470,632,11700910,26054979,11,5,1034350,249,3,4,7,3,534617,33,10,3,7,960105.1361555401,13,0.6814698008911603,4,2869536.254487156,3652239.0387251303,3863140.0204736823,8740140.662563529,8100774.850170082,5792044.729504433,258,2022-10-01
CURRENT,INSTITUTIONAL,Graduate,MALE,N,Married,N,Y,SELF EMPLOYED,Tamil Nadu,N,Y,N,Y,Y,Y,N,6119,54,9068963.916338278,879387,620,36207657,44671027,8,6,697775,106,4,10,5,7,883996,60,5,6,3,2826567.9948710874,20,0.7898036132184669,15,3582033.585494673,7807016.973387783,6930671.784468747,3864393.6353940624,6130854.293459328,600794.29485427,172,2020-10-08
SAVINGS,RETAIL,UG,MALE,N,Married,Y,Y,SELF EMPLOYED,Gujarat,Y,N,N,Y,N,Y,Y,6120,75,718894.546000134,7973088,746,2018672,7707571,0,5,532375,417,4,10,9,1,2545077,2,0,5,9,3526408.362726702,7,0.5463623914183328,8,8069598.766658442,7463309.58040464,432005.631469462,7406077.344691371,908433.8230505695,8287797.247546152,63,2020-08-11
SAVINGS,INSTITUTIONAL,PG,MALE,N,Married,Y,Y,SELF EMPLOYED,Goa,N,N,Y,Y,N,N,Y,6121,16,6345501.40861627,1255358,676,23100881,10502044,15,8,607956,336,4,10,4,3,706728,74,0,9,2,8544037.120076828,18,0.36208597190272784,3,3263207.786908334,7675561.183829641,8070919.098526892,3172317.4303978374,2853302.2289827648,3569716.649185678,264,2021-02-04
SAVINGS,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,NON-EARNER,Assam,N,Y,Y,N,Y,N,N,6122,18,6843854.2459207345,6065804,502,25930793,12039076,14,1,1038620,462,9,6,2,10,3503578,50,0,7,1,7692217.1267904,12,0.5543259362556517,16,1671563.9534342075,7292123.870843464,7274239.754202287,5351761.037679963,807707.3690089264,5956910.02240273,7,2020-06-21
CURRENT,INSTITUTIONAL,Below 10th,FEMALE,N,Divorced/Separated,Y,Y,SALARIED,Kerala,N,Y,Y,N,Y,N,N,6123,99,5337699.424320241,5075261,389,6053802,39069831,10,10,1460524,84,9,5,9,9,410324,17,8,9,5,8652428.010117162,8,0.639954647923459,7,9116195.085786415,1301769.188351133,8578238.88232507,6049006.501289415,4625444.440712538,1232168.1961381803,55,2023-07-31
CURRENT,INSTITUTIONAL,UG,FEMALE,N,Married,Y,Y,BUSINESS OWNER,Assam,N,N,Y,Y,Y,Y,Y,6124,59,6669848.61469546,9136835,476,3847520,26716328,4,7,69484,121,7,10,0,10,2251810,21,8,7,8,9937194.074758591,3,0.4960412782935536,12,7375633.813497113,3207041.789021808,4904715.483880861,7588323.321374385,8246340.5590316905,3024073.6078966344,157,2021-06-17
CURRENT,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Andhra Pradesh,Y,N,N,N,N,N,Y,6125,90,2336907.154430953,2731670,331,48734138,20643363,6,4,670298,256,1,8,9,10,535990,3,7,0,9,5675286.758791366,17,0.6051640133377733,8,9286506.122511951,3135339.659856866,3204916.280462895,8886305.268450335,6568978.101469683,4229120.883526649,268,2020-02-12
SAVINGS,RETAIL,PG,MALE,N,Married,Y,Y,BUSINESS OWNER,Delhi,N,N,N,Y,Y,N,N,6126,16,4896442.118190161,9787847,542,9449445,1759748,2,1,1043964,364,1,10,10,0,306401,58,7,0,0,1451121.043251098,10,0.949775730415416,16,7618057.257291598,8291710.896095946,1016572.8572246613,6300072.553460867,7229971.127079184,2979815.956737547,321,2020-10-31
CURRENT,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,West Bengal,Y,Y,Y,N,N,N,N,6127,6,3908758.490358285,2942220,369,11530576,11458195,12,6,772641,165,5,1,4,4,1667616,22,4,9,7,4975084.504778315,18,0.40599545826193395,18,1234853.3961972853,3127381.9853815823,5094830.87754612,8463822.26538631,1298590.7338486225,1710951.2116594093,350,2021-05-11
SAVINGS,RETAIL,PG,FEMALE,N,Single/Unmarried,Y,Y,NON-EARNER,Out of India,Y,Y,Y,N,Y,N,N,6128,57,897079.5143963107,9492823,370,22510283,41442540,12,4,650739,353,2,10,0,10,803113,28,4,9,3,8513491.754388427,10,0.6437213421432125,4,6298345.4469786,7997191.753288938,7539734.614482921,2430978.921658834,5120489.624973995,3779335.0601588082,282,2021-07-13
CURRENT,RETAIL,Below 10th,FEMALE,N,Married,N,Y,BUSINESS OWNER,Out of India,N,Y,Y,Y,Y,N,Y,6129,47,6255564.39722489,6255655,457,42668706,34717763,18,7,1351182,412,9,10,0,6,1917270,46,4,8,3,2970162.964250114,14,0.6956472879045072,11,5621665.469474999,750220.9559667439,6641183.3487983225,3310012.3020303375,5184820.348454024,8261736.219554305,185,2022-04-18
SAVINGS,RETAIL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Uttar Pradesh,Y,N,N,N,Y,Y,Y,6130,48,4952151.9267154625,217501,848,43552872,22687462,9,9,361029,193,10,9,2,3,2443143,91,5,5,7,5762926.484326519,18,0.5334141256072594,2,7678659.706730283,4244806.6581021,8907238.849342588,8834972.205026215,5112052.924831043,1582896.6278019496,28,2020-05-22
CURRENT,INSTITUTIONAL,PG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Madhya Pradesh,Y,Y,Y,N,Y,N,Y,6131,42,2751740.269025832,2899323,625,18009777,14558357,6,10,1324760,403,9,5,1,1,1719397,52,3,3,8,1558424.1389612374,20,0.018288078822338072,10,4925522.415035162,777422.1120093149,5709921.735461846,6851601.182793092,5637538.134314273,4118764.0832969365,149,2022-05-18
SAVINGS,RETAIL,PG,FEMALE,N,Married,Y,Y,SALARIED,Gujarat,Y,N,N,N,N,N,Y,6132,76,4736852.604033714,5231896,334,19002046,19854750,19,5,777041,41,9,9,4,3,1158738,70,4,3,3,1545323.0965336417,16,0.9842721803322525,18,5068659.239437652,3725675.7008631434,1453367.473127708,1971142.9165721429,9659893.407018235,4579635.384897766,79,2020-08-26
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,BUSINESS OWNER,Karnataka,N,Y,Y,Y,Y,Y,N,6133,60,7752980.18397503,1930696,779,14593733,8656808,20,6,1172550,497,9,9,4,5,421241,53,7,4,5,6024430.320042221,3,0.36200204911288936,6,5769795.540300366,9405341.838753616,5194396.653226915,9296040.749368466,9356492.64413578,7030628.029755547,167,2020-05-22
CURRENT,INSTITUTIONAL,Graduate,FEMALE,Y,Married,Y,Y,SALARIED,Assam,Y,N,N,N,Y,N,Y,6134,77,8016577.628080639,9746711,759,34896994,46051548,14,10,227321,56,3,4,6,8,2400242,15,2,3,4,9447420.725051476,0,0.6417779366663976,17,5902537.464194683,6794930.693989894,6559447.1008464135,1710415.6794060343,4404391.3603901295,9795092.795999467,180,2021-02-09
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,SALARIED,Bihar,Y,N,N,Y,N,Y,Y,6135,4,6495261.287493691,7364339,715,1432351,12004810,17,0,543073,235,10,8,4,10,2799586,40,1,4,6,2593081.5130469766,12,0.8724344463723436,4,1436528.2374539569,6599653.65077035,1259609.9767685654,3736419.1354337926,3518113.790103683,536785.150969511,127,2022-09-19
CURRENT,RETAIL,UG,MALE,Y,Married,Y,Y,SALARIED,Haryana,Y,N,Y,Y,N,Y,Y,6136,2,4677478.334001638,2198076,870,42839846,28296817,19,1,98944,370,2,1,6,4,3635930,58,7,9,1,6830409.731358116,14,0.8175791934781078,5,5106747.85194735,4999857.928972989,4939034.701329904,993980.7170840298,2302425.891485752,3654622.873692386,107,2020-03-14
CURRENT,INSTITUTIONAL,Below 10th,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Maharashtra,N,Y,N,N,N,N,Y,6137,90,5757496.39203848,412136,718,27784460,38945444,6,8,537208,332,3,7,7,9,3681780,42,8,9,0,7837686.922579049,8,0.5915828257799702,15,3443606.974861506,2109452.083076404,1924964.7288759085,6373216.319181607,5691964.779481104,1837167.3713535364,74,2020-09-13
SAVINGS,RETAIL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Maharashtra,N,N,Y,Y,Y,N,Y,6138,59,3850153.7135561714,8295407,810,13294118,22027319,2,6,956597,7,1,6,0,8,1630969,55,5,10,3,2585055.362129396,3,0.7169677851668165,18,7092911.350306205,8024812.693026743,5851744.222665484,3183234.218872969,7679188.530318832,752859.5662740334,82,2023-01-24
SAVINGS,INSTITUTIONAL,UG,MALE,Y,Married,Y,Y,SALARIED,Maharashtra,Y,N,N,Y,N,N,Y,6139,27,1265563.4299423823,42928,667,16956333,48601495,19,6,736380,214,8,0,3,2,1729406,44,5,7,8,2409000.650791683,15,0.24716057659133606,13,2035914.130235319,5560783.319225082,5153404.585974124,8263120.373881232,4425623.698296796,9986252.092627507,109,2020-04-21
CURRENT,RETAIL,Below 10th,MALE,N,Married,Y,Y,SALARIED,Tamil Nadu,Y,Y,Y,Y,Y,Y,N,6140,27,3856205.973860919,8870824,506,41050785,23548146,9,3,278637,58,10,2,0,2,135325,24,2,3,3,8043340.713815451,12,0.37218961821983554,6,8185816.897937008,4470665.470306639,3583031.8400977235,9990801.433367593,1526811.5658486593,9989856.014280573,36,2022-05-19
CURRENT,INSTITUTIONAL,UG,FEMALE,N,Divorced/Separated,Y,Y,SELF EMPLOYED,Out of India,N,Y,Y,N,Y,Y,N,6141,79,5303327.560696343,9934021,660,28996802,25110415,14,3,200065,239,2,3,10,3,2231916,25,4,4,9,708598.344725867,5,0.9846796075723874,11,1530765.7942285547,2881419.396403676,8887163.186654177,1873326.2169735031,861769.3894965606,4579125.036637477,70,2020-10-08
SAVINGS,RETAIL,Below 10th,FEMALE,Y,Married,Y,Y,BUSINESS OWNER,Gujarat,Y,N,N,N,N,Y,Y,6142,72,5988340.14650584,387855,735,48015683,20965006,11,2,235683,394,6,7,5,6,724819,63,9,0,6,3255308.190923527,2,0.7770961247031465,0,536953.4032568668,2318304.7144796276,1269414.5860694917,152387.92218329356,27637.018512249866,2778072.964481081,331,2020-03-16
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Karnataka,N,Y,N,Y,Y,N,N,6143,7,9358009.76054621,1819028,877,49732199,10822824,15,9,763419,342,8,1,3,6,380251,36,4,9,10,5235791.094346586,12,0.19390536966490812,15,4940983.25818493,343803.45290262013,4882807.134530414,563652.6433697065,9089084.37989774,5381109.273898278,263,2022-07-24
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SELF EMPLOYED,Tamil Nadu,Y,Y,Y,N,Y,Y,Y,6144,63,7773334.450306162,902414,569,28304116,34646590,18,3,1088726,243,8,7,8,1,2350761,14,6,3,1,2691093.5532088354,19,0.914310780002018,12,2923615.5638870597,1816590.3279186934,1046520.2325165523,47369.96313061903,8674178.522994662,9982803.774634637,39,2020-08-08
SAVINGS,INSTITUTIONAL,UG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Bihar,Y,Y,Y,N,Y,N,N,6145,46,1519925.6144467732,5920678,532,43390016,22348441,11,9,946579,35,5,1,0,3,1063192,90,5,2,7,1019852.1632347823,4,0.5269839903953355,6,9564858.077586863,413578.90462153434,8480790.081055196,325279.2009694738,5854493.305971693,3899646.765161139,264,2022-12-06
SAVINGS,RETAIL,Graduate,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Kerala,N,N,Y,Y,Y,N,Y,6146,63,1741822.0665292805,9981481,405,40276168,42477121,20,5,1023019,283,0,2,6,7,2417933,31,5,1,3,8975031.406283397,18,0.87067172071679,2,699079.7532588111,1910696.7747446357,9236248.38815866,3819194.5429377696,7882822.410505098,6890421.319886605,331,2023-04-18
CURRENT,RETAIL,PG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Delhi,Y,N,N,N,N,N,Y,6147,12,1004947.5923975403,6397628,317,27746160,30394229,1,10,1358879,80,9,7,7,3,1475904,57,3,5,3,4521896.104452688,6,0.6768316038195827,4,9998814.51626728,3297036.298120195,8152158.155240191,8663134.12821577,7293079.545785975,6882155.370768162,3,2023-05-13
SAVINGS,INSTITUTIONAL,UG,MALE,Y,Married,Y,Y,SALARIED,Tamil Nadu,N,Y,N,N,N,N,Y,6148,13,7381817.272209178,7179011,794,13816049,36445468,7,2,846072,71,1,10,0,7,2586013,59,5,2,5,1637821.065276427,20,0.6734306368328985,4,3901057.226372838,9354000.5783325,6697291.3669756465,9584893.116929324,1781298.2813032041,8279142.485623304,133,2023-08-21
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Married,Y,Y,SELF EMPLOYED,Delhi,N,N,Y,Y,N,Y,N,6149,43,7061222.784918571,7819927,559,38550534,29819067,12,9,569886,0,8,8,10,5,575832,96,2,7,0,9712554.865271894,9,0.02045192831965159,13,7867870.6089997655,3013367.261518988,1840514.481908584,9586768.119685184,6341823.297281746,2767926.151509681,274,2022-07-06
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,SALARIED,Andhra Pradesh,Y,N,N,N,N,N,N,6150,17,9863629.01696881,6551682,784,26442970,32301760,0,7,1176081,348,4,4,3,4,2644491,7,8,1,8,9053750.495717665,3,0.867100070453712,13,9178860.034924816,2595397.6947683156,4707478.318659362,6433051.747123671,9320842.16911965,4498239.857047395,258,2020-07-18
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Maharashtra,N,Y,Y,Y,N,N,Y,6151,63,5220234.176643487,5494385,612,12580866,25980199,1,0,79516,435,9,3,0,8,1433751,52,6,10,0,2749563.3050382338,18,0.4701886323089094,10,3324429.972506222,1803855.1076883448,7808727.9279696345,7987678.379243901,2751703.3454851904,3061597.602990221,245,2021-05-29
SAVINGS,RETAIL,Graduate,FEMALE,N,Single/Unmarried,Y,Y,NON-EARNER,Out of India,Y,N,N,Y,N,Y,N,6152,81,8264149.288488819,6299020,401,25470415,39755274,13,5,1095393,258,1,2,5,1,1538373,69,10,0,2,374123.0930377859,16,0.025668824367343634,11,2660135.4848931623,488356.1913680778,73018.22215485144,9194957.293224907,7177566.900656292,5710173.236988553,14,2020-06-19
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,NON-EARNER,Rajasthan,Y,N,Y,N,N,N,N,6153,36,5764398.586427876,7271719,836,20063175,41874099,3,1,1081138,268,5,2,10,7,68168,95,4,2,5,3241045.1692113564,14,0.4990417937883156,4,7374446.170182421,4782195.701482454,2098984.6414088896,8863013.266414626,2930449.178229242,5370584.278897365,103,2022-10-22
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,NON-EARNER,Delhi,Y,Y,N,N,N,Y,N,6154,85,8740867.125274371,6964606,479,21892036,35188093,5,10,1444252,352,6,8,2,8,1393189,44,3,4,8,1026134.6653297588,17,0.9690860794112104,8,8008461.328415843,3071999.6792470426,5663440.393536481,8521217.769419968,3519785.0121751996,5523020.167273773,8,2020-04-01
